Passenger ID,Passenger Fare,Ticket Class,Ticket Number,Cabin,Embarkation Country,Name,Age,Gender,NumSiblingSpouse,NumParentChild,Survived
375,$29.15,3,345773,0,S,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30.0,female,1,1,No
376,$19.4542,3,2659,0,C,"Yasbeck, Mr. Antoni",27.0,male,1,0,No
377,$12.8542,3,350029,0,S,"Hansen, Mr. Henry Damsgaard",21.0,male,0,0,No
379,$78.5,2,S.O.C. 14879,0,S,"Davies, Mr. Charles Henry",18.0,male,0,0,No
380,$42.0042,2,S.C./PARIS 2079,0,C,"Mallet, Master. Andre",1.0,male,0,2,Yes
381,$12.775,3,347087,0,S,"Pettersson, Miss. Ellen Natalia",18.0,female,0,0,No
382,$13.05,3,SOTON/OQ 392090,0,S,"Corn, Mr. Harry",30.0,male,0,0,No
384,$22.8,3,349237,0,S,"Arnold-Franchi, Mr. Josef",25.0,male,1,0,No
385,$18,2,250646,0,S,"Givard, Mr. Hans Kristensen",30.0,male,0,0,No
386,$12.8958,3,349207,0,S,"Mionoff, Mr. Stoytcho",28.0,male,0,0,No
387,$17.2875,3,3101298,0,S,"Hirvonen, Miss. Hildur E",2.0,female,0,1,Yes
388,$13.05,3,A/5. 10482,0,S,"Dorking, Mr. Edward Arthur",19.0,male,0,0,Yes
389,$12.75,3,370369,0,Q,"Connors, Mr. Patrick",70.5,male,0,0,No
390,$34.125,3,382652,0,Q,"Rice, Mrs. William (Margaret Norton)",39.0,female,0,5,No
391,$13.85,3,349236,0,S,"Haas, Miss. Aloisia",24.0,female,0,0,No
392,$18,2,236852,0,S,"Bystrom, Mrs. (Karolina)",42.0,female,0,0,Yes
393,$12.25,3,A/4. 34244,0,S,"Wiseman, Mr. Phillippe",0.0,male,0,0,No
394,$78.5,2,S.O.C. 14879,0,S,"Hickman, Mr. Leonard Mark",24.0,male,2,0,No
395,$31.25,2,C.A. 31921,0,S,"Collyer, Mr. Harvey",31.0,male,1,1,No
397,$12.8958,3,349257,0,S,"Markun, Mr. Johann",33.0,male,0,0,No
400,$15.5,2,C.A. 18723,0,S,"Kvillner, Mr. Johan Henrik Johannesson",31.0,male,0,0,No
401,$13.6625,3,315037,0,S,"Smiljanic, Mr. Mile",0.0,male,0,0,No
402,$38,2,248727,0,S,"Leitch, Miss. Jessie Wills",0.0,female,0,0,Yes
403,$13.1125,3,65306,0,S,"Johannesen-Bratthammer, Mr. Bernt",0.0,male,0,0,Yes
406,$18,2,250643,0,S,"Hodges, Mr. Henry Price",50.0,male,0,0,No
407,$36.275,3,347082,0,S,"Andersson, Miss. Ebba Iris Alfrida",6.0,female,4,2,No
408,$13.7125,3,3411,0,C,"Paulner, Mr. Uscher",0.0,male,0,0,No
409,$5,3,LINE,0,S,"Johnson, Mr. Alfred",49.0,male,0,0,No
410,$31,2,26707,0,S,"Hold, Mr. Stephen",44.0,male,1,0,No
411,$12.225,3,2628,0,C,"Youseff, Mr. Gerious",45.5,male,0,0,No
413,$31,2,244252,0,S,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44.0,female,1,0,No
415,$31,2,239865,0,S,"Fynney, Mr. Joseph J",35.0,male,0,0,No
416,$20.05,2,SC/PARIS 2131,0,C,"Pernot, Mr. Rene",0.0,male,0,0,No
417,$34.125,3,382652,0,Q,"Rice, Master. Arthur",4.0,male,4,1,No
418,$31,2,28403,0,S,"Downton, Mr. William James",54.0,male,0,0,No
419,$30.4667,3,4133,0,S,"Lefebre, Master. Henry Forbes",0.0,male,3,1,No
421,$16.5,2,231945,0,S,"Andrew, Mr. Edgardo Samuel",18.0,male,0,0,No
422,$31.55,1,111427,0,S,"Bradley, Mr. George (""George Arthur Brayton"")",0.0,male,0,0,Yes
423,$15.5,2,C.A. 24580,0,S,"Mitchell, Mr. Henry Michael",70.0,male,0,0,No
424,$12.25,3,C 7076,0,S,"Adahl, Mr. Mauritz Nils Martin",30.0,male,0,0,No
425,$17.35,2,234818,0,Q,"Slayter, Miss. Hilda Mary",30.0,female,0,0,Yes
426,$12.2292,3,2700,0,C,"Kassem, Mr. Fared",0.0,male,0,0,No
427,$44.6,1,112379,0,C,"Brewe, Dr. Arthur Jackson",0.0,male,0,0,No
428,$36.3875,3,347077,0,S,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",38.0,female,1,5,Yes
429,$13.05,3,343275,0,S,"Celotti, Mr. Francesco",24.0,male,0,0,No
430,$18,2,230434,0,S,"Reynaldo, Ms. Encarnacion",28.0,female,0,0,Yes
432,$17.35,2,219533,0,Q,"Kirkland, Rev. Charles Leonard",57.0,male,0,0,No
433,$18,2,12233,0,S,"Gillespie, Mr. William Henry",34.0,male,0,0,No
434,$19.4,3,347080,0,S,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28.0,female,1,1,No
435,$12.55,3,W./C. 6609,0,S,"Harknett, Miss. Alice Phoebe",0.0,female,0,0,No
437,$36.275,3,347082,0,S,"Andersson, Mr. Anders Johan",39.0,male,1,5,No
438,$34.125,3,382652,0,Q,"Rice, Master. George Hugh",8.0,male,4,1,No
439,$20.7417,3,2653,0,C,"Nakid, Mr. Sahid",20.0,male,1,1,Yes
440,$13.0292,3,330923,0,Q,"McGowan, Miss. Anna ""Annie""",15.0,female,0,0,Yes
442,$12.55,3,C.A. 5547,0,S,"Abbing, Mr. Anthony",42.0,male,0,0,No
443,$12.775,3,347085,0,S,"Ohman, Miss. Velin",22.0,female,0,0,Yes
444,$25.525,3,363291,0,S,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31.0,female,1,1,Yes
447,$12.25,3,C 7077,0,S,"Landergren, Miss. Aurora Adelia",22.0,female,0,0,Yes
448,$12.1417,3,C 17369,0,S,"Madsen, Mr. Fridtjof Arne",24.0,male,0,0,Yes
449,$18,2,237798,0,S,"Hosono, Mr. Masabumi",42.0,male,0,0,Yes
450,$38,2,248727,0,S,"Harper, Rev. John",28.0,male,0,1,No
451,$12.8542,3,347464,0,S,"Olsson, Mr. Nils Johan Goransson",28.0,male,0,0,No
452,$87.1708,1,PC 17604,0,C,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0.0,female,1,0,Yes
453,$44.6875,3,3101295,0,S,"Panula, Master. Eino Viljami",1.0,male,4,1,No
455,$12.75,3,347073,0,S,"Lindblom, Miss. Augusta Charlotta",45.0,female,0,0,No
456,$12.75,3,382649,0,Q,"Henry, Miss. Delia",0.0,female,0,0,No
457,$12.75,3,367232,0,Q,"Farrell, Mr. James",40.5,male,0,0,No
458,$51.9,3,CA 2144,0,S,"Goodwin, Mrs. Frederick (Augusta Tyler)",43.0,female,1,6,No
459,$31,2,230433,0,S,"Shelley, Mrs. William (Imanita Parrish Hall)",25.0,female,0,1,Yes
460,$12.125,3,SOTON/O2 3101272,0,S,"Nirva, Mr. Iisakki Antino Aijo",41.0,male,0,0,No
461,$25.525,3,363291,0,S,"Goldsmith, Master. Frank John William ""Frankie""",9.0,male,0,2,Yes
462,$11.975,3,347089,0,S,"Hedman, Mr. Oskar Arvid",27.0,male,0,0,Yes
463,$14.225,3,7267,0,S,"Odahl, Mr. Nils Martin",23.0,male,0,0,No
464,$27.525,3,C 4001,0,S,"Olsen, Mr. Henry Margido",28.0,male,0,0,No
466,$29.15,3,371110,0,Q,"Moran, Miss. Bertha",0.0,female,1,0,Yes
467,$12.125,3,STON/O 2. 3101273,0,S,"Rintamaki, Mr. Matti",35.0,male,0,0,No
468,$12.75,3,336439,0,Q,"Duane, Mr. Frank",65.0,male,0,0,No
469,$36,1,113798,0,S,"Cairns, Mr. Alexander",0.0,male,0,0,No
470,$28,2,231919,0,S,"Doling, Miss. Elsie",18.0,female,0,1,Yes
473,$12.225,3,2620,0,C,"Leeni, Mr. Fahim (""Philip Zenni"")",22.0,male,0,0,Yes
474,$11.4958,3,3101267,0,S,"Wiklund, Mr. Jakob Alfred",18.0,male,1,0,No
475,$32.75,2,C.A. 34651,0,S,"West, Mrs. Edwy Arthur (Ada Mary Worth)",33.0,female,1,2,Yes
476,$12.2292,3,2641,0,C,"Toufik, Mr. Nakli",0.0,male,0,0,No
477,$20.1,3,C.A. 6212,0,S,"Shellard, Mr. Frederick William",0.0,male,0,0,No
478,$20.5,3,370365,0,Q,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",0.0,female,1,0,Yes
479,$140.6333,1,PC 17760,0,C,"Ringhini, Mr. Sante",22.0,male,0,0,No
480,$83.85,1,19877,0,S,"Barber, Miss. Ellen ""Nellie""",26.0,female,0,0,Yes
481,$29.15,3,345773,0,S,"Van Impe, Miss. Catharina",10.0,female,0,2,No
482,$19.4583,3,2627,0,C,"Attalah, Miss. Malake",17.0,female,0,0,No
484,$12.775,3,347067,0,S,"Larsson, Mr. Bengt Edvin",29.0,male,0,0,No
485,$31,2,26360,0,S,"Quick, Miss. Phyllis May",2.0,female,1,1,Yes
486,$44.6875,3,3101295,0,S,"Panula, Mr. Jaako Arnold",14.0,male,4,1,No
487,$13.5167,3,2625,0,C,"Thomas, Master. Assad Alexander",0.42,male,0,1,Yes
488,$11.8583,3,394140,0,Q,"Hart, Mr. Henry",0.0,male,0,0,No
489,$27.025,3,315153,0,S,"Kink-Heilmann, Miss. Luise Gretchen",4.0,female,0,2,Yes
490,$12.0458,3,3460,0,S,"Braund, Mr. Lewis Richard",29.0,male,1,0,No
492,$12.8958,3,349241,0,C,"Drazenoic, Mr. Jozef",33.0,male,0,0,No
493,$20.5,3,367230,0,Q,"Murphy, Miss. Katherine ""Kate""",0.0,female,1,0,Yes
494,$74.55,3,CA. 2343,0,S,"Sage, Miss. Stella Anna",0.0,female,8,2,No
495,$13.05,3,343276,0,S,"Christmann, Mr. Emil",29.0,male,0,0,No
496,$78.5,2,S.O.C. 14879,0,S,"Hickman, Mr. Stanley George",21.0,male,2,0,No
497,$20.2458,3,2678,0,C,"Boulos, Mrs. Joseph (Sultana)",0.0,female,0,2,No
498,$12.8958,3,349204,0,S,"Jonkoff, Mr. Lalio",23.0,male,0,0,No
500,$26,2,11668,0,S,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",27.0,female,1,0,No
501,$18,2,236171,0,S,"Fahlstrom, Mr. Arne Jonas",18.0,male,0,0,No
502,$26,2,F.C.C. 13528,0,S,"Cameron, Miss. Clear Annie",35.0,female,0,0,Yes
503,$18.4167,3,349256,0,C,"Karun, Miss. Manca",4.0,female,0,1,Yes
504,$34.125,3,382652,0,Q,"Rice, Master. Eric",7.0,male,4,1,No
506,$12.8542,3,350406,0,S,"Vestrom, Miss. Hulda Amanda Adolfina",14.0,female,0,0,No
507,$25.575,3,C.A. 2315,0,S,"Dean, Master. Bertram Vere",1.0,male,1,2,Yes
508,$23.75,2,29106,0,S,"Richards, Master. William Rowe",3.0,male,1,1,Yes
509,$12.2292,3,2626,0,C,"Moussa, Mrs. (Mantoura Boulos)",0.0,female,0,0,Yes
510,$111.425,1,PC 17761,0,C,"LeRoy, Miss. Bertha",30.0,female,0,0,Yes
512,$13.6625,3,315090,0,S,"Culumovic, Mr. Jeso",17.0,male,0,0,No
514,$12.8958,3,349231,0,S,"Cor, Mr. Liudevit",19.0,male,0,0,No
515,$26.075,3,349909,0,S,"Palsson, Miss. Stina Viola",3.0,female,3,1,No
516,$5,2,239853,0,S,"Cunningham, Mr. Alfred Fleming",0.0,male,0,0,No
517,$57,1,113789,0,S,"Holverson, Mr. Alexander Oskar",42.0,male,1,0,No
520,$20.2458,3,2650,0,C,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,female,0,2,Yes
523,$24.9667,3,65303,0,S,"Hagland, Mr. Ingvald Olai Olsen",0.0,male,1,0,No
524,$12.75,3,14313,0,Q,"Jermyn, Miss. Annie",0.0,female,0,0,Yes
526,$12.925,3,3101276,0,S,"Gustafsson, Mr. Anders Vilhelm",37.0,male,2,0,No
527,$12.05,3,SOTON/O.Q. 3101311,0,S,"Ali, Mr. Ahmed",24.0,male,0,0,No
528,$12.5208,3,350060,0,S,"Karlsson, Mr. Nils August",22.0,male,0,0,No
530,$15.5,2,C.A./SOTON 34068,0,S,"Banfield, Mr. Frederick James",28.0,male,0,0,No
531,$13.05,3,21440,0,S,"Green, Mr. George Henry",51.0,male,0,0,No
532,$12.925,3,STON/O 2. 3101293,0,S,"Tikkanen, Mr. Juho",32.0,male,0,0,No
533,$28.25,3,367226,0,Q,"McCoy, Mr. Bernard",0.0,male,2,0,Yes
537,$12.75,3,370377,0,Q,"Horgan, Mr. John",0.0,male,0,0,No
538,$19.5,3,A/5. 851,0,S,"van Billiard, Mr. Austin Blyler",40.5,male,0,2,No
540,$34,2,248738,0,S,"Caldwell, Master. Alden Gates",0.83,male,0,2,Yes
542,$17.475,3,364516,0,S,"Emanuel, Miss. Virginia Ethel",5.0,female,0,0,Yes
543,$12.25,3,A/5 21173,0,S,"Lovell, Mr. John Hall (""Henry"")",20.5,male,0,0,No
544,$26.075,3,349909,0,S,"Palsson, Miss. Torborg Danira",8.0,female,3,1,No
545,$23.75,2,29106,0,S,"Richards, Master. George Sibley",0.83,male,1,1,Yes
546,$47.4,1,113796,0,S,"Harrington, Mr. Charles H",0.0,male,0,0,No
548,$13.05,3,A./5. 3235,0,S,"Murdlin, Mr. Joseph",0.0,male,0,0,No
549,$29.15,3,371110,0,Q,"Ryan, Mr. Patrick",0.0,male,0,0,No
551,$12.8542,3,350047,0,S,"Jensen, Mr. Niels Peder",48.0,male,0,0,No
553,$12.7958,3,350034,0,S,"Jansson, Mr. Carl Olof",21.0,male,0,0,Yes
555,$64.4,1,PC 17603,0,C,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54.0,female,1,0,Yes
556,$61.4958,3,1601,0,S,"Lang, Mr. Fang",26.0,male,0,0,Yes
557,$12.775,3,347062,0,S,"Johnson, Mr. Malkolm Joackim",33.0,male,0,0,No
558,$31,2,244367,0,S,"Kantor, Mr. Sinai",34.0,male,1,0,No
559,$16.2417,3,2651,0,C,"Nicola-Yarred, Miss. Jamila",14.0,female,1,0,Yes
560,$32.9,3,347088,0,S,"Skoog, Mr. Wilhelm",40.0,male,1,4,No
561,$19.5,3,364498,0,S,"Risien, Mr. Samuel Beard",0.0,male,0,0,No
562,$5,2,239855,0,S,"Knight, Mr. Robert J",0.0,male,0,0,No
563,$12.75,3,372622,0,Q,"Morrow, Mr. Thomas Rowan",0.0,male,0,0,No
564,$18,2,28213,0,S,"Otter, Mr. Richard",39.0,male,0,0,No
565,$51.9,3,CA 2144,0,S,"Goodwin, Master. Sidney Leonard",1.0,male,5,2,No
566,$18,2,28228,0,S,"Matthews, Mr. William John",30.0,male,0,0,No
567,$12.8958,3,349206,0,S,"Naidenoff, Mr. Penko",22.0,male,0,0,No
568,$13.6625,3,315096,0,S,"Oreskovic, Miss. Marija",20.0,female,0,0,No
569,$12.8542,3,347466,0,S,"Andreasson, Mr. Paul Edvin",20.0,male,0,0,No
571,$15.5,2,S.O./P.P. 3,0,S,"Mudd, Mr. Thomas Charles",16.0,male,0,0,No
572,$44.6875,3,3101295,0,S,"Panula, Mr. Ernesti Arvid",16.0,male,4,1,No
573,$12.925,3,STON/O2. 3101282,0,S,"Heikkinen, Miss. Laina",26.0,female,0,0,Yes
574,$12.8958,3,349225,0,S,"Denkoff, Mr. Mitto",0.0,male,0,0,No
575,$13.05,3,323951,0,S,"Beavan, Mr. William Thomas",19.0,male,0,0,No
576,$12.2292,3,2671,0,C,"Saad, Mr. Amin",0.0,male,0,0,No
577,$12.8958,3,349224,0,S,"Bostandyeff, Mr. Guentcho",26.0,male,0,0,No
578,$21.1,3,376564,0,S,"Thorneycroft, Mrs. Percival (Florence Kate White)",0.0,female,1,0,Yes
580,$14.5,3,345781,0,S,"Lievens, Mr. Rene Aime",24.0,male,0,0,No
581,$18,2,248723,0,S,"Meyer, Mr. August",39.0,male,0,0,No
582,$12.8958,3,349222,0,S,"Sdycoff, Mr. Todor",0.0,male,0,0,No
583,$18,2,28424,0,S,"Carbines, Mr. William",19.0,male,0,0,No
585,$12.725,3,36209,0,Q,"Scanlan, Mr. James",0.0,male,0,0,No
586,$12.925,3,3101281,0,S,"Andersson, Miss. Erna Alexandra",17.0,female,4,2,Yes
587,$18,2,248740,0,S,"Collander, Mr. Erik Gustaf",28.0,male,0,0,No
588,$13.3625,3,8471,0,S,"Gronnestad, Mr. Daniel Danielsen",32.0,male,0,0,No
589,$13.4333,3,8475,0,S,"Kalvik, Mr. Johannes Halvorsen",21.0,male,0,0,No
592,$31.25,2,F.C.C. 13529,0,S,"Hart, Mr. Benjamin",43.0,male,1,1,No
593,$12.8875,3,3474,0,S,"Alexander, Mr. William",26.0,male,0,0,No
594,$20.5,3,367230,0,Q,"Murphy, Miss. Margaret Jane",0.0,female,1,0,Yes
596,$19.4542,3,2680,0,C,"Chronopoulos, Mr. Apostolos",26.0,male,1,0,No
597,$26.075,3,349909,0,S,"Palsson, Master. Gosta Leonard",2.0,male,3,1,No
598,$61.4958,3,1601,0,S,"Bing, Mr. Lee",32.0,male,0,0,Yes
599,$13.6625,3,315151,0,S,"Kink, Mr. Vincenz",26.0,male,2,0,No
600,$13.4583,3,330877,0,Q,"Moran, Mr. James",0.0,male,0,0,No
602,$5,2,239856,0,S,"Watson, Mr. Ennis Hastings",0.0,male,0,0,No
603,$32.9,3,347088,0,S,"Skoog, Master. Karl Thorsten",10.0,male,3,2,No
604,$20.9,3,C.A. 37671,0,S,"Coutts, Master. William Loch ""William""",3.0,male,1,1,Yes
605,$12.775,3,312991,0,S,"Moss, Mr. Albert Johan",0.0,male,0,0,Yes
606,$13.6625,3,315097,0,S,"Pasic, Mr. Jakob",21.0,male,0,0,No
607,$13.05,3,363592,0,S,"Kelly, Mr. James",44.0,male,0,0,No
608,$39.375,3,W./C. 6608,0,S,"Ford, Miss. Robina Maggie ""Ruby""",9.0,female,2,2,No
609,$38,2,248727,0,S,"Harper, Miss. Annie Jessie ""Nina""",6.0,female,0,1,Yes
610,$13.05,3,SOTON/OQ 392086,0,S,"Slocovski, Mr. Selman Francis",0.0,male,0,0,No
611,$12.8542,3,350407,0,S,"Olsson, Miss. Elina",31.0,female,0,0,No
612,$13.05,3,324669,0,S,"Barton, Mr. David John",22.0,male,0,0,No
614,$61.4958,3,1601,0,S,"Lam, Mr. Ali",0.0,male,0,0,Yes
615,$31,2,244252,0,S,"Carter, Rev. Ernest Courtenay",54.0,male,1,0,No
616,$14.825,3,4137,0,S,"Jussila, Miss. Mari Aina",21.0,female,1,0,No
617,$18,2,229236,0,S,"Fox, Mr. Stanley Hubert",36.0,male,0,0,No
619,$12.75,3,14312,0,Q,"Kelly, Miss. Mary",0.0,female,0,0,Yes
621,$138.65,1,PC 17611,0,S,"Frauenthal, Dr. Henry William",50.0,male,2,0,Yes
623,$12.75,3,347064,0,S,"Widegren, Mr. Carl/Charles Peter",51.0,male,0,0,No
624,$21,2,248706,0,S,"Hewlett, Mrs. (Mary D Kingcome) ",55.0,female,0,0,Yes
625,$32.7208,1,PC 17605,0,C,"Stewart, Mr. Albert A",0.0,male,0,0,No
626,$18,2,237671,0,S,"Funk, Miss. Annie Clemmer",38.0,female,0,0,No
627,$31,2,26360,0,S,"Quick, Mrs. Frederick Charles (Jane Richards)",33.0,female,0,2,Yes
628,$21.1,3,371362,0,S,"Cribb, Mr. John Hatfield",44.0,male,0,1,No
630,$12.225,3,2649,0,C,"Masselmani, Mrs. Fatima",0.0,female,0,0,Yes
631,$16.5,2,28134,0,S,"Giles, Mr. Frederick Edward",21.0,male,1,0,No
634,$24.2583,3,2666,0,C,"Baclini, Mrs. Solomon (Latifa Qurban)",24.0,female,0,3,Yes
635,$16.5,2,29104,0,S,"Hocking, Mr. Richard George",23.0,male,2,1,No
636,$52.1,1,113059,0,S,"Carrau, Mr. Francisco M",28.0,male,0,0,No
638,$31.55,1,113800,0,S,"Weir, Col. John",60.0,male,0,0,No
639,$15.5,2,C.A. 31026,0,S,"Rugg, Miss. Emily",21.0,female,0,0,Yes
640,$39.375,3,W./C. 6608,0,S,"Ford, Mr. William Neal",16.0,male,1,3,No
641,$27.3583,3,2668,0,C,"Peter, Mrs. Catherine (Catherine Rizk)",0.0,female,0,2,Yes
642,$12.8958,3,349215,0,S,"Petroff, Mr. Pastcho (""Pentcho"")",0.0,male,0,0,No
643,$12.225,3,2667,0,C,"Najib, Miss. Adele Kiamie ""Jane""",15.0,female,0,0,Yes
644,$13.05,3,A/5 3594,0,S,"Rouse, Mr. Richard Henry",50.0,male,0,0,No
645,$19.5,3,A/5. 3337,0,S,"Robins, Mrs. Alexander A (Grace Charity Laury)",47.0,female,1,0,No
646,$20.85,3,STON/O2. 3101279,0,S,"Hakkarainen, Mr. Pekka Pietari",28.0,male,1,0,No
647,$12.55,3,S.O./P.P. 751,0,S,"Willey, Mr. Edward",0.0,male,0,0,No
649,$32.9,3,347088,0,S,"Skoog, Miss. Mabel",9.0,female,3,2,No
650,$28.25,3,367226,0,Q,"McCoy, Miss. Agnes",0.0,female,2,0,Yes
651,$16.1333,3,347742,0,S,"Johnson, Master. Harold Theodor",4.0,male,1,1,Yes
653,$12.05,3,SOTON/OQ 392076,0,S,"Sutehall, Mr. Henry Jr",25.0,male,0,0,No
654,$12.25,3,A/5 21171,0,S,"Braund, Mr. Owen Harris",22.0,male,1,0,No
657,$15.5,2,31028,0,S,"Gavey, Mr. Lawrence",26.0,male,0,0,No
659,$12.225,3,2672,0,C,"Saad, Mr. Khalil",25.0,male,0,0,No
660,$12.2292,3,2663,0,C,"Barah, Mr. Hanna Assi",20.0,male,0,0,Yes
661,$12.7875,3,330932,0,Q,"McDermott, Miss. Brigdet Delia",0.0,female,0,0,Yes
662,$12.2292,3,2686,0,C,"Doharr, Mr. Tannous",0.0,male,0,0,No
663,$12.75,3,370370,0,Q,"Madigan, Miss. Margaret ""Maggie""",0.0,female,0,0,Yes
664,$29,2,P/PP 3381,0,C,"Abelson, Mr. Samuel",30.0,male,1,0,No
665,$12.225,3,2664,0,C,"Boulos, Mr. Hanna",0.0,male,0,0,No
666,$12.2292,3,2695,0,C,"Elias, Mr. Tannous",15.0,male,1,1,No
667,$20.75,2,C.A. 33595,0,S,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",40.0,female,0,0,Yes
668,$74.55,3,CA. 2343,0,S,"Sage, Miss. Dorothy Edith ""Dolly""",0.0,female,8,2,No
669,$5,3,LINE,0,S,"Tornquist, Mr. William Henry",25.0,male,0,0,Yes
670,$12.25,3,364500,0,S,"Coxon, Mr. Daniel",59.0,male,0,0,No
671,$51.9,3,CA 2144,0,S,"Goodwin, Miss. Lillian Amy",16.0,female,5,2,No
672,$15.5,2,W./C. 14263,0,S,"Coleridge, Mr. Reginald Charles",29.0,male,0,0,No
673,$31,2,244358,0,S,"Sharp, Mr. Percival James R",27.0,male,0,0,No
674,$41.75,2,C.A. 33112,0,S,"Nicholls, Mr. Joseph Charles",19.0,male,1,1,No
675,$12.8958,3,349242,0,S,"Pavlovic, Mr. Stefo",32.0,male,0,0,No
676,$12.8542,3,350417,0,S,"Jonsson, Mr. Carl",32.0,male,0,0,Yes
677,$26,2,31027,0,S,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",30.0,female,3,0,Yes
678,$12.55,3,CA. 2314,0,S,"Stanley, Miss. Amy Zillah Elsie",23.0,female,0,0,Yes
679,$12.775,3,347063,0,S,"Johansson, Mr. Karl Johan",31.0,male,0,0,No
681,$12.7958,3,350036,0,S,"Fischer, Mr. Eberhard Thelander",18.0,male,0,0,No
683,$13.05,3,A/5 2466,0,S,"Williams, Mr. Howard Hugh ""Harry""",0.0,male,0,0,No
684,$12.8958,3,349240,0,C,"Jalsevac, Mr. Ivan",29.0,male,0,0,Yes
685,$18,2,244373,0,S,"Williams, Mr. Charles Eugene",0.0,male,0,0,Yes
687,$31,2,2003,0,S,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28.0,female,1,0,Yes
688,$13.05,3,364511,0,S,"Torber, Mr. Ernst William",44.0,male,0,0,No
689,$26.075,3,349909,0,S,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29.0,female,0,4,No
690,$12.75,3,12460,0,Q,"Keane, Mr. Andrew ""Andy""",0.0,male,0,0,No
692,$12.925,3,STON/O 2. 3101286,0,S,"Jussila, Mr. Eiriik",32.0,male,0,0,Yes
694,$31.25,2,C.A. 31921,0,S,"Collyer, Miss. Marjorie ""Lottie""",8.0,female,0,2,Yes
696,$18,2,248747,0,S,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24.0,female,0,0,No
697,$14.5,3,345769,0,S,"Hampe, Mr. Leon",20.0,male,0,0,No
699,$15.5,2,C.A. 29566,0,S,"Leyson, Mr. Robert William Norman",24.0,male,0,0,No
700,$12.925,3,STON/O 2. 3101289,0,S,"Niskanen, Mr. Juha",39.0,male,0,0,Yes
701,$21.1,3,54636,0,S,"Williams, Mr. Leslie",28.5,male,0,0,No
702,$12.7292,3,367655,0,Q,"Sadlier, Mr. Matthew",0.0,male,0,0,No
703,$12.8292,3,330979,0,Q,"O'Brien, Mr. Timothy",0.0,male,0,0,No
705,$12.775,3,347068,0,S,"Bengtsson, Mr. John Viktor",26.0,male,0,0,No
706,$12.8958,3,349212,0,S,"Petroff, Mr. Nedelio",19.0,male,0,0,No
708,$30.925,1,PC 17318,0,S,"Baumann, Mr. John D",0.0,male,0,0,No
710,$12.0542,3,350048,0,S,"Jensen, Mr. Svend Lauritz",17.0,male,1,0,No
711,$13.6625,3,315089,0,S,"Cacic, Mr. Luka",38.0,male,0,0,No
712,$12.8958,3,349219,0,S,"Danoff, Mr. Yoto",27.0,male,0,0,No
713,$12.75,3,384461,0,Q,"Smith, Mr. Thomas",0.0,male,0,0,No
714,$5,2,239854,0,S,"Frost, Mr. Anthony Wood ""Archie""",0.0,male,0,0,No
715,$15.5,2,W./C. 14258,0,S,"Ridsdale, Miss. Lucy",50.0,female,0,0,Yes
716,$14.4833,3,7545,0,S,"Larsson, Mr. August Viktor",29.0,male,0,0,No
717,$18,2,29751,0,S,"Eitemiller, Mr. George Floyd",23.0,male,0,0,No
719,$61.4958,3,1601,0,S,"Foo, Mr. Choong",0.0,male,0,0,Yes
721,$156.55,1,113781,0,S,"Cleaver, Miss. Alice",22.0,female,0,0,Yes
722,$12.8958,3,349234,0,S,"Nenkoff, Mr. Christo",0.0,male,0,0,No
723,$21.1,3,54636,0,S,"Bowen, Mr. David John ""Dai""",21.0,male,0,0,No
724,$13.05,3,363294,0,S,"Theobald, Mr. Thomas Leonard",34.0,male,0,0,No
725,$51.9,3,CA 2144,0,S,"Goodwin, Master. Harold Victor",9.0,male,5,2,No
726,$13.05,3,SOTON/OQ 392089,0,S,"Sunderland, Mr. Victor Francis",16.0,male,0,0,Yes
727,$51.9,3,CA 2144,0,S,"Goodwin, Master. William Frederick",11.0,male,5,2,No
728,$14.8417,3,4138,0,S,"Turja, Miss. Anna Sofia",18.0,female,0,0,Yes
729,$12.8542,3,347468,0,S,"Augustsson, Mr. Albert",23.0,male,0,0,No
730,$18.5,2,237442,0,S,"Sjostedt, Mr. Ernst Adolf",59.0,male,0,0,No
731,$74.55,3,CA. 2343,0,S,"Sage, Master. Thomas Henry",0.0,male,8,2,No
732,$14.8458,3,7534,0,S,"Gustafsson, Mr. Alfred Ossian",20.0,male,0,0,No
734,$31,2,250655,0,S,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19.0,female,0,0,Yes
735,$36.275,3,347082,0,S,"Andersson, Master. Sigvard Harald Elias",4.0,male,4,2,No
737,$12.8542,3,350050,0,S,"Jensen, Mr. Hans Peder",20.0,male,0,0,No
